graph_family,n,p,seed,objective,init_id,init_seed,init_params,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass,gamma_plot,gamma_raw
erdos_renyi,8,2,1,QTL gamma=0.25,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.8241599999999998,0.82563,0.8294599999999999,0.062,0.25,0.25
erdos_renyi,8,2,1,QTL gamma=0.25,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.68204,0.682596,0.68966,0.029400000000000003,0.25,0.25
erdos_renyi,8,2,1,QTL gamma=0.25,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8664799999999999,0.8656280000000001,0.8693800000000002,0.1166,0.25,0.25
erdos_renyi,8,2,1,QTL gamma=0.40,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.8727600000000001,0.868936,0.8741,0.122,0.4,0.4
erdos_renyi,8,2,1,QTL gamma=0.40,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.82304,0.824962,0.8285199999999999,0.06359999999999999,0.4,0.4
erdos_renyi,8,2,1,QTL gamma=0.40,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.8233799999999999,0.8249839999999999,0.82966,0.063,0.4,0.4
erdos_renyi,8,2,1,QTL gamma=0.40,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.67956,0.680744,0.6873600000000001,0.0264,0.4,0.4
erdos_renyi,8,2,1,QTL gamma=0.40,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8658000000000001,0.8642960000000001,0.86884,0.1208,0.4,0.4
erdos_renyi,8,2,1,QTL gamma=0.50,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.67018,0.666092,0.6719999999999999,0.02,0.5,0.5
erdos_renyi,8,2,1,QTL gamma=0.50,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.8221,0.824304,0.82822,0.06420000000000001,0.5,0.5
erdos_renyi,8,2,1,QTL gamma=0.50,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.8231000000000002,0.8246960000000001,0.8291000000000001,0.0646,0.5,0.5
erdos_renyi,8,2,1,QTL gamma=0.50,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.6811,0.678496,0.6833600000000001,0.0274,0.5,0.5
erdos_renyi,8,2,1,QTL gamma=0.50,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.86378,0.8629720000000001,0.86786,0.123,0.5,0.5
erdos_renyi,8,2,1,QTL gamma=0.60,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.6648799999999999,0.6635760000000002,0.67064,0.019,0.6,0.6
erdos_renyi,8,2,1,QTL gamma=0.60,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.8221,0.82372,0.8273199999999999,0.066,0.6,0.6
